id,title,artist,album,image,url,duration,year,genre
5jKLIndb,Panjaa,Yuvan Shankar Raja,Panjaa,https://c.saavncdn.com/209/Panjaa-2011-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,215,2011,
IyXC_i9k,Nee Paata Madhuram - The Touch Of Love,Anirudh RavichanderShreya GhoshalRoopkumar Rathod,3 (Telugu),https://c.saavncdn.com/244/3-Telugu-2012-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,264,2012,
yddH7PTv,Ninnu Chuse Anandamlo,Anirudh RavichanderSid Sriram,Gang Leader,https://c.saavncdn.com/663/Gang-Leader-Telugu-2019-20190905102749-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,293,2019,
QvefEcFv,Kushi Title Song,Hesham Abdul Wahab,Kushi (Telugu),https://c.saavncdn.com/679/Kushi-Telugu-Telugu-2024-20240427063438-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,210,2024,
s969Twv0,Priya Priyathama,ManoK. S. Chithra,Killer,https://c.saavncdn.com/407/Killer-Telugu-1991-20190310122737-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,311,1991,
P1MbkKLf,Selayeru Paduthunte,Djshiva VangoorSrinidhi Nerella,Selayeru Paduthunte,https://c.saavncdn.com/636/Selayeru-Paduthunte-Telugu-2022-20230116121623-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,295,2022,
Nq5jLMj8,Aanandam Madike,Sid SriramSatya Yamini,Ishq - Not A Love Story,https://c.saavncdn.com/blob/605/Ishq-Not-A-Love-Story-Telugu-2021-20220201143252-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,218,2021,
mXhwLwHw,Ringa Ringa,Devi Sri PrasadPriya Hemesh,Aarya - 2,https://c.saavncdn.com/298/Aarya-2-Telugu-2009-20190822135933-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,333,2009,
iB4XoM0g,Silakemo,Sriram ParthasarathyMalathi,Venky,https://c.saavncdn.com/955/Venky-Telugu-2004-20220222192318-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,283,2004,
kyeIEgCR,Edo Oka Raagam,S.A. Raj KumarK. S. Chithra,Raja,https://c.saavncdn.com/358/Raja-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,299,2000,
ztKrLcYk,Akasam Ammayaithe,Devi Sri PrasadShankar MahadevanGopika Poornima,Gabbar Singh,https://c.saavncdn.com/450/Gabbar-Singh-2012-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,292,2012,
1OTiyFsv,Gum Gumainchu,ManoK. S. ChithraRaj-Koti,Kodama Simham,https://c.saavncdn.com/245/Kodama-Simham-Telugu-1990-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,298,1990,
i8WsgLCW,Aha Allari,Devi Sri PrasadK. S. ChithraRaqueeb Alam,Khadgam,https://c.saavncdn.com/431/Khadgam-2002-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,256,2002,
_3tqyHEE,Shiva Shiva Shankara,Devi Sri PrasadShankar Mahadevan,Damarukam,https://c.saavncdn.com/865/Damarukam-2012-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,295,2012,
4GgSaM8h,Bhrammurarisurarchitha Lingam,Ramu Chanchal,Shiva Sthuthi And Vishnu,https://c.saavncdn.com/789/Shiva-Sthuthi-And-Vishnu-2008-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,200,2008,
iFITXQNz,Bagundalamma,Katike Ramu,Bagundalamma,https://c.saavncdn.com/298/Bagundalamma-Telugu-2022-20220207144632-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,268,2022,
fY9ZUpWS,Netho Cheppana,S. P. BalasubrahmanyamK. S. Chithra,Athadu,https://c.saavncdn.com/373/Athadu-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,273,2005,
R3R9_0Yf,Ooru Palletooru,Mangli SatyavathiBheems CeciroleoRam Miriyala,Balagam,https://c.saavncdn.com/000/Balagam-Telugu-2023-20230304184334-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,247,2023,
e4Jp3lWy,Gelupu Thalupule,Mani SharmaSreerama Chandra,Teenmaar,https://c.saavncdn.com/003/Teenmaar-2011-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,318,2011,
1V7mbyTn,Gundu Sudhi,M. M. KeeravaniSunitha,Chatrapathi,https://c.saavncdn.com/653/Chatrapathi-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,257,2000,
XFJLA0C3,DJ Tillu Revamp,Ram Miriyala,Tillu Square,https://c.saavncdn.com/000/Tillu-Square-Telugu-2023-20240405190047-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,195,2023,
E6UTi6g9,Sir Osthara,Thaman SSuchitra,Businessman,https://c.saavncdn.com/033/Businessman-Telugu-2011-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,232,2011,
qNuCfvxU,Vellipomaakey,Sid SriramAaryan Dinesh Kanagaratnam (ADK),Saahasam Swaasaga Saagipo,https://c.saavncdn.com/996/Saahasam-Swaasaga-Saagipo-Telugu-2016-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,261,2016,
oq6ZyRJU,Pachchadanamey,A.R. Rahman,Sakhi,https://c.saavncdn.com/586/Sakhi-Telugu-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,361,2000,
H1TgDy98,Pedavi Datani,Sunitha UpadrastaRamana Gogula,Thammudu,https://c.saavncdn.com/399/Thammudu-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,277,2000,
aUPAc-yk,Singarala,IlaiyaraajaS.P. BalasubrahmanyamK.J. Yesudas,Dalapathi,https://c.saavncdn.com/238/ART-00213-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,329,1992,
ZcpmPz2V,Kalaavathi,Sid Sriram,Sarkaru Vaari Paata,https://c.saavncdn.com/250/Sarkaru-Vaari-Paata-Telugu-2022-20220704160854-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,242,2022,
NA5ydxpx,Oh My Lily,Sreerama Chandra,Tillu Square,https://c.saavncdn.com/000/Tillu-Square-Telugu-2023-20240405190047-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,201,2023,
gg4XX-w5,Kallajodu Collage Papa (Telugu Folk Song),Kondu Sagar Exclusive,Kallajodu Collage Papa (Telugu Folk Song),https://c.saavncdn.com/075/Kallajodu-Collage-Papa-Telugu-Folk-Song--Telugu-2021-20210803175244-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,240,2021,
glUhruWm,Naa Kosam,Sid Sriram,Bangarraju,https://c.saavncdn.com/727/Bangarraju-Telugu-2021-20220129102134-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,257,2021,
aHglby5H,Idhi Chala Baagundhi Le,Sid Sriram,Sehari,https://c.saavncdn.com/000/Sehari-Telugu-2021-20220213000255-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,234,2021,
KAn_MdTx,O Priiyatama,KotiS.P. Balasubrahmanyam,Nuvvu Naaku Nachchav,https://c.saavncdn.com/315/Nuvvu-Naaku-Nachchav-2001-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,315,2001,
oZA3TTtB,Killi Killi,Mani SharmaMallikarjun,Gudumba Shankar,https://c.saavncdn.com/495/Gudumba-Shankar-2004-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,251,2004,
Ow2_pgPe,Badass,Anirudh RavichanderSri KrishnaSai Charan,Leo (Telugu) (Original Motion Picture Soundtrack),https://c.saavncdn.com/046/Leo-Telugu-Original-Motion-Picture-Soundtrack-English-2023-20231020123601-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,230,2023,
bbmt1lAf,Gumma,Sekhar Chandra,Ambajipeta Marriage Band (Original Motion Picture Soundtrack),https://c.saavncdn.com/803/Ambajipeta-Marriage-Band-Original-Motion-Picture-Soundtrack-Telugu-2024-20240131183058-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,230,2024,
OByN1gHS,Saami Saami,Mounika Yadav,Pushpa - The Rise,https://c.saavncdn.com/blob/056/Pushpa-The-Rise-Telugu-2021-20211216115409-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,223,2021,
p2EQzkRd,Garam Garam (From &quot;Saripodhaa Sanivaaram&quot;),Jakes BejoyVishal Dadlani,Garam Garam (From &quot;Saripodhaa Sanivaaram&quot;),https://c.saavncdn.com/046/Garam-Garam-From-Saripodhaa-Sanivaaram-Telugu-2024-20240614192246-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,252,2024,
dh_VSuv9,Swapnavevedo,Mani SharmaK. S. ChithraS.P. Balasubrahmanyam,Ravoyi Chandamama,https://c.saavncdn.com/054/Ravoyi-Chandamama-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,333,2000,
Zj9i9q_L,Saranga Dariya,Mangli,Love Story,https://c.saavncdn.com/582/Love-Story-Telugu-2020-20210923220520-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,230,2020,
q3XGzD_-,Ye Mera Jaha,Mani SharmaKK,Kushi,https://c.saavncdn.com/470/Kushi-2001-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,314,2001,
zFOQf_Fz,Shivaratri Song 2020,Mangli,Shivaratri Song 2020,https://c.saavncdn.com/844/Shivaratri-Song-2020-Telugu-2021-20211113092815-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,292,2021,
tH7-WXHd,Nuvvu Nuvvu,Devi Sri PrasadSumangali,Khadgam,https://c.saavncdn.com/431/Khadgam-2002-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,334,2002,
oJDULSUl,Nannaku,SagarDevi Sri Prasad,Nannaku Prematho,https://c.saavncdn.com/304/Nannaku-Prematho-Telugu-2015-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,184,2015,
1SfN4dS1,Maguva Maguva - Male,Sid Sriram,Vakeel Saab,https://c.saavncdn.com/593/Vakeel-Saab-Telugu-2020-20210416213508-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,250,2020,
OUo95fTZ,Emannavoo,Anirudh RavichanderShweta Mohan,Nava Manmadhudu,https://c.saavncdn.com/188/Nava-Manmadhudu-Telugu-2015-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,215,2015,
hcAu136d,Feel My Love,KK,Aarya,https://c.saavncdn.com/044/Aarya-2004-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,301,2004,
K6-GClG1,Jiya Jile,Yazin NizarPranaviSunil Kashyap,Loafer,https://c.saavncdn.com/088/Loafer-Telugu-2015-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,243,2015,
cBV39fDw,Kannula Logililo,S.A. Raj KumarK. S. ChithraUnni Krishnan,Raja,https://c.saavncdn.com/358/Raja-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,280,2000,
0_PZkiXA,Run Run,Devi Sri PrasadApache IndianSharmila,Iddarammayilatho,https://c.saavncdn.com/514/Idharammayilatho-2013-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,304,2013,
VKWsXDEt,Endhuko Pichi Pichi,Mani SharmaN.C. Karunya,Chirutha,https://c.saavncdn.com/959/Chirutha-2007-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,273,2007,
gRnvlem4,Yedurangula Vaana - Male,Sid Sriram,18 Pages,https://c.saavncdn.com/000/18-Pages-Telugu-2022-20230113204031-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,252,2022,
elKqtU3X,Love Me Again,Sooraj SanthoshDevi Sri Prasad,Nannaku Prematho,https://c.saavncdn.com/304/Nannaku-Prematho-Telugu-2015-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,246,2015,
tNR__v8P,Yamaho Yama,Mani SharmaTippu,Chirutha,https://c.saavncdn.com/959/Chirutha-2007-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,298,2007,
Bzg_kn5s,Koppamga Koppamga (From &quot;Mr. Majnu&quot;),Thaman SArmaan Malik,Mr. Majnu,https://c.saavncdn.com/866/Mr-Majnu-Telugu-2019-20190114050535-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,274,2019,
XQ1WirKu,Sooreede (From &quot;Salaar Cease Fire - Telugu&quot;),Krishna KanthRavi BasrurHarini Ivaturi,Salaar Cease Fire - Telugu,https://c.saavncdn.com/330/Salaar-Cease-Fire-Telugu-Telugu-2024-20240104154534-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,198,2024,
lBvU0kA3,Manava Manava,Mani SharmaSunithaTippu,Anji,https://c.saavncdn.com/687/Anji-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,338,2000,
iQaeUa7m,Pranam Pothunna,Yuvanshankar Raja,Love Today (Telugu) (Original Motion Picture Soundtrack),https://c.saavncdn.com/323/Love-Today-Telugu-Original-Motion-Picture-Soundtrack-Telugu-2022-20221121125710-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,231,2022,
hppcFuLn,Seeti Maar,Jaspreet JaszRita Thyagarajan,DJ,https://c.saavncdn.com/622/DJ-Telugu-2017-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,250,2017,
0-WA6O9c,Chaila Chaila,Devi Sri PrasadKKChiranjeevi,Shankar Dada M.B.B.S.,https://c.saavncdn.com/857/Shankerdada-M-B-B-S-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,366,2000,
gY6JGABJ,Sundari Neeve,IlaiyaraajaS.P. BalasubrahmanyamK. S. Chithra,Dalapathi,https://c.saavncdn.com/238/ART-00213-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,421,1992,
FMdDyYmT,Oosupodu,Vedala Hemachandra,Fidaa,https://c.saavncdn.com/904/Fidaa-Telugu-2017-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,273,2017,
kYK1c8Df,Emo Emo,Sid Sriram,Raahu,https://c.saavncdn.com/956/Raahu-Telugu-2020-20200217125829-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,242,2020,
U-yo0HYa,Follow Follow,Jr. NtrDevi Sri Prasad,Nannaku Prematho,https://c.saavncdn.com/304/Nannaku-Prematho-Telugu-2015-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,218,2015,
Y6XWK5Tu,Hoyna,Devi Sri PrasadK. S. ChithraKarthik,Aata,https://c.saavncdn.com/129/Aata-2007-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,308,2007,
SSTmsPmf,Rayini Maatram,HariharanHimesh Reshammiya,Dhasavathaaram (Telugu),https://c.saavncdn.com/330/Dhasavathaaram-Telugu--Telugu-2008-20190822151703-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,328,2008,
ktoxjjsQ,Poolane Kunukeyamantaa,A.R. RahmanHaricharanShreya Ghoshal,I - Manoharudu (Original Motion Picture Soundtrack),https://c.saavncdn.com/364/I-Manoharudu-Telugu-2014-20190914115023-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,308,2014,
e4eD4Efi,Ennenno Andaalu,S. P. BalasubrahmanyamK. S. Chithra,Chanti (Old),https://c.saavncdn.com/000/Chanti-Old--Telugu-1992-20220222193337-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/15/audio_c8c8a73467.mp3?filename=fun-life-112188.mp3,288,1992,
ZBH0ffpu,Gallo Thelina,TippuGopika Poornima,Jalsa,https://c.saavncdn.com/903/Jalsa-2008-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,292,2008,
AZxUjUTk,Vinaro Bhagyamu,Annamayya KeerthanaS.P. BalasubrahmanyamSrilekha Keeravani AnuradhaAnandGangadharRenuka PurnachandharSujatha MohanAnand Bhattacharya,Annamayya,https://c.saavncdn.com/243/Annamayya-Telugu-1997-20221207194819-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,210,1997,
LYzVQFSg,Vennelave Vennelave,HariharanSadhana Sargam,Merupu Kalalu,https://c.saavncdn.com/137/Merupu-Kalalu-Telugu-1997-20221207155957-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,359,1997,
TNKEmcI_,Kola Kalle Ilaa,Sid Sriram,Varudu Kaavalenu,https://c.saavncdn.com/000/Varudu-Kaavalenu-Telugu-2021-20211025163712-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,223,2021,
7DbnLyOy,Go Go Goa,Mani SharmaRanjithMaha Lakshmi,Stalin,https://c.saavncdn.com/065/Stalin-2006-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,297,2006,
1nd_LQK4,Jabilli Kosam (Male),S.P. Balasubrahmanyam,Manchi Manasulu,https://c.saavncdn.com/674/Manchi-Manasulu-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,268,2000,
IB_msVYN,Siri Chandanapu,M. M. KeeravaniK. S. ChithraS.P. Balasubrahmanyam,Muddula Priyudu,https://c.saavncdn.com/401/Muddula-Priyudu-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,298,1994,
EBvbomhm,Come Back Indian,Anirudh RavichanderSri Krishna,Bharateeyudu 2 (Original Motion Picture Soundtrack),https://c.saavncdn.com/607/Bharateeyudu-2-Original-Motion-Picture-Soundtrack-Telugu-2024-20240611110157-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,217,2024,
tXJF4VW1,Hallo Guru,S.P. Balasubrahmanyam,Nirnayam,https://c.saavncdn.com/328/Nirnayam-Telugu-1991-20181102-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,301,1991,
tzCZDcKo,Gudilo Badilo Madilo,M. L. R. KarthikeyanK. S. Chithra,DJ,https://c.saavncdn.com/622/DJ-Telugu-2017-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,264,2017,
R-5odX3J,Maate Raani,S.P. Balasubrahmanyam,O Papa Lali,https://c.saavncdn.com/345/O-Papa-Lali-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,261,1990,
uNuq9edr,Swathi Reddy,Bheems CeciroleoSwathi Reddy UK,Swathi Reddy,https://c.saavncdn.com/409/Swathi-Reddy-Telugu-2023-20231012110613-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,166,2023,
9pj2voBL,Why This Kolaveri Di - The Soup Of Love,Anirudh RavichanderDhanush,3 (Telugu),https://c.saavncdn.com/244/3-Telugu-2012-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,261,2012,
ShsGDeDg,Thinna Thiram Paduthale,Laxmi,Thinna Thiram Paduthale,https://c.saavncdn.com/159/Thinna-Thiram-Paduthale-Telugu-2020-20200930170008-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,220,2020,
UzLc6gng,Goruvanka Valaga,S.P. BalasubrahmanyamK. S. ChithraM.G. Sreekumar,Ghandeevam,https://c.saavncdn.com/831/Ghandeevam-Telugu-1994-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,304,1994,
6GHpagO_,Laahe Laahe,Harika NarayanSahithi Chaganti,Acharya​,https://c.saavncdn.com/000/Acharya-Telugu-2022-20220523113832-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/23/audio_07b2a04be3.mp3?filename=order-99518.mp3,247,2022,
euCqT6Wo,Kokila Kokila,KotiK. S. ChithraS.P. Balasubrahmanyam,Pelli Chesukundham,https://c.saavncdn.com/785/Pelli-Chesukundham-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,254,2000,
aQYZjTgW,Bullet Song,Silambarasan TRHaripriya,The Warriorr,https://c.saavncdn.com/000/The-Warriorr-Telugu-2022-20220706185247-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,237,2022,
_FT_NU6m,All Hail The Tiger (From &quot;Devara Part 1&quot;),Anirudh RavichanderNatalie Di LuccioHeisenberg,All Hail The Tiger (From &quot;Devara Part 1&quot;),https://c.saavncdn.com/847/All-Hail-The-Tiger-From-Devara-Part-1-Telugu-2024-20240109141003-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/01/18/audio_d0a13f69d2.mp3?filename=mountain-path-125573.mp3,86,2024,
v4trWj4L,Kundanapu Bomma,A.R. RahmanKalyani MenonBenny Dayal,Yemaaya Chesave,https://c.saavncdn.com/596/Yemaaya-Chesave-Telugu-2010-20190822154149-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/02/07/audio_13f9618d7f.mp3?filename=whip-110235.mp3,332,2010,
rtIe2EtQ,Hukum,Dinker kalvalaAnirudh RavichanderBhaskarabhatla Ravi Kumar,Jailer,https://c.saavncdn.com/435/Jailer-Telugu-2023-20230810132954-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,207,2023,
g7Ht1fok,Prema Endukani,S.A. Raj KumarK. S. ChithraRajesh,Ninne Premista,https://c.saavncdn.com/090/Ninne-Premista-2000-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,273,2000,
29TKVFDZ,Gili Giligas,Devan EkambaramAndrea,Desamuduru,https://c.saavncdn.com/756/Desamuduru-Telugu-2006-20180406-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,270,2006,
6ueN9-9v,Yeh Oore Chinadana,Devi Sri PrasadKalpanaTippu,Bhadra,https://c.saavncdn.com/831/Bhadra-2005-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/05/27/audio_1808fbf07a.mp3?filename=music-112905.mp3,307,2005,
gkQfTLua,Yahoon Yahoon,Devi Sri PrasadMika Singh,Mirchi,https://c.saavncdn.com/500/Mirchi-2013-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/04/27/audio_6ebb6aaa24.mp3?filename=lofi-study-112191.mp3,280,2013,
xxmBOTCY,Inthandham,Vishal ChandrashekharS.P. Charan,Sita Ramam (Telugu) (Original Motion Picture Soundtrack),https://c.saavncdn.com/041/Sita-Ramam-Telugu-Original-Motion-Picture-Soundtrack-Telugu-2022-20220802140738-500x500.jpg,https://cdn.pixabay.com/download/audio/2022/03/10/audio_5b667e5bb3.mp3?filename=electronic-future-beats-117997.mp3,218,2022,
